#ccds	RefSeq	UniProtKB
CCDS2.2	NP_689699.2	Q96NU1-3
CCDS30833.1	NP_004317.2	O00512
CCDS30834.1	NP_005258.2	P48165
CCDS30846.1	NP_001019770.1	Q5QNW6-1
CCDS30847.1	NP_003539.1	P62805
CCDS30848.1	NP_066403.2	Q71DI3
CCDS30849.1	NP_001035807.1	Q6FI13
CCDS30850.1	NP_001005464.1	Q71DI3
CCDS30851.1	NP_001029249.1	P62805
CCDS30852.1	NP_079284.2	Q6UY14-2
CCDS30854.1	NP_001035307.1	Q8N5J2-2
CCDS30854.1	NP_001156732.1	Q8N5J2-2
CCDS30855.1	NP_001004432.1	Q6UY18
CCDS30856.1	NP_001001523.1	P51449-2
CCDS30857.1	NP_001008536.1	Q5QJ38
CCDS30859.1	NP_001009931.1	Q86YZ3
CCDS30860.1	NP_002007.1	P20930
CCDS30861.1	NP_001014364.1	Q5D862
CCDS30862.1	NP_001020402.1	Q5T749
CCDS30863.1	NP_003116.2	P22528
CCDS30864.1	NP_008876.3	P22532
CCDS30865.1	NP_001017418.1	P35325
CCDS30866.1	NP_001019380.2	P22531
CCDS30867.1	NP_001014450.1	Q96RM1
CCDS30868.1	NP_001014313.1	Q9BYE4
CCDS30869.1	NP_001010857.1	Q5T871
CCDS30870.1	NP_000418.2	P23490
CCDS30871.1	NP_065126.2	Q96LB8-1
CCDS30872.1	NP_789793.1	Q86SG5
CCDS30874.1	NP_001019381.1	Q99584
CCDS30874.1	NP_001019382.1	Q99584
CCDS30874.1	NP_001019383.1	Q99584
CCDS30874.1	NP_001019384.1	Q99584
CCDS30874.1	NP_005970.1	Q99584
CCDS30875.1	NP_859066.1	Q53ET0
CCDS30876.1	NP_001010979.1	Q5VU69
CCDS30877.1	NP_001010846.1	Q5VZ18
CCDS30878.2	NP_872305.3	Q5VZ19-2
CCDS30879.1	NP_001020278.1	P55265-5
CCDS30879.1	NP_001180424.1	P55265-5
CCDS30881.1	NP_892113.4	P29353-1
CCDS30882.1	NP_001018016.1	P15941-11
CCDS30883.1	NP_001018017.1	P15941-7
CCDS30885.1	NP_055764.2	Q7Z7F0-1
CCDS30886.1	NP_009152.2	Q6P1K2-1
CCDS30888.1	NP_001008800.1	P49368-2
CCDS30890.1	NP_001007793.1	P04629-3
CCDS30891.1	NP_001012331.1	P04629-2
CCDS30892.1	NP_001073940.1	Q5VY43
CCDS30893.1	NP_001004341.1	Q6ZN32
CCDS30895.1	NP_001004475.1	Q8NGX3
CCDS30896.1	NP_001004476.1	Q6IF99
CCDS30897.1	NP_001004473.1	Q8NGX5
CCDS30898.1	NP_001004472.1	Q8NGX6
CCDS30899.1	NP_001005189.1	Q8NGX8
CCDS30901.1	NP_001004478.1	Q8NGY1
CCDS30902.1	NP_001005279.1	Q8NGY2
CCDS30904.1	NP_001005184.1	Q8NGW6
CCDS30905.1	NP_001005185.1	Q8NGY5
CCDS30906.1	NP_001005278.1	Q8NGY6
CCDS30907.1	NP_945147.1	Q6K0P9-3
CCDS30908.1	NP_945148.1	Q6K0P9-4
CCDS30909.1	NP_001004467.1	Q5JRS4
CCDS30910.1	NP_001004469.1	Q8NHC4
CCDS30911.1	NP_000558.2	P02741-1
CCDS30911.1	NP_001315986.1	P02741-1
CCDS30912.1	NP_001004310.2	Q6DN72-1
CCDS30913.1	NP_001013683.1	P0DPA2
CCDS30914.1	NP_036469.2	Q9UL16-1
CCDS30915.1	NP_065068.1	Q9ULK5
CCDS30916.1	NP_002339.2	Q9HBG7-1
CCDS30918.1	NP_001020769.1	Q7Z6I6-1
CCDS30919.1	NP_689579.3	Q8NEP7-1
CCDS30920.1	NP_001014443.1	Q9UK80-1
CCDS30920.1	NP_036607.3	Q9UK80-1
CCDS30921.1	NP_001013647.2	Q5VTH2
CCDS30922.1	NP_067674.2	P12318-2
CCDS30924.1	NP_003992.3	P31994-1
CCDS30925.1	NP_001002274.1	P31994-2
CCDS30926.1	NP_116127.3	Q7L513-9
CCDS30927.1	NP_001002901.1	Q6BAA4-1
CCDS30927.1	NP_001307170.1	Q6BAA4-1
CCDS30928.1	NP_444512.2	O14796-1
CCDS30930.1	NP_001005214.2	Q8N7C0
CCDS30931.1	NP_001017961.1	Q5VT40
CCDS30932.1	NP_001073895.1	Q5VZP5
CCDS30933.1	NP_001017977.1	Q58WW2-1
CCDS30935.1	NP_001026970.1	O75663-2
CCDS30936.1	NP_001007240.1	Q8N6R0-1
CCDS30938.1	NP_001164653.1	Q8N0S6-1
CCDS30938.1	NP_201576.1	Q8N0S6-1
CCDS30940.1	NP_742068.1	Q5TC82-1
CCDS30941.1	NP_005675.3	Q9Y2T5
CCDS30942.1	NP_001007215.1	Q9HB71-3
CCDS30943.1	NP_071376.1	Q9UQP3
CCDS30944.1	NP_071902.2	Q8NHY2-1
CCDS30947.1	NP_009298.1	P42684-1
CCDS30948.1	NP_653297.3	Q5T1B0-1
CCDS30950.1	NP_001004128.1	O00391-2
CCDS30952.1	NP_001009992.1	Q5T619
CCDS30953.1	NP_741997.3	Q5T9Z0
CCDS30955.1	NP_112195.2	Q9BZQ2-3
CCDS30956.1	NP_114141.2	Q96RW7-1
CCDS30958.1	NP_066303.2	Q02985-1
CCDS30959.1	NP_005657.1	P36980-1
CCDS30960.1	NP_919290.2	Q5SVQ8-1
CCDS30962.1	NP_001014434.1	Q9NQ69-2
CCDS30963.1	NP_055690.1	Q15058
CCDS30964.1	NP_001026895.2	Q5T1V6-1
CCDS30964.1	NP_001336728.1	Q5T1V6-1
CCDS30964.1	NP_001336729.1	Q5T1V6-1
CCDS30965.1	NP_060066.2	O75037-2
CCDS30966.1	NP_000290.2	Q13835-1
CCDS30967.1	NP_001005337.1	Q13835-2
CCDS30968.1	NP_001001431.1	P45379-11
CCDS30969.1	NP_001001430.1	P45379-6
CCDS30969.1	NP_001263276.1	P45379-6
CCDS30971.1	NP_001017403.1	Q9HBX8-3
CCDS30972.1	NP_001017404.1	Q9HBX8-1
CCDS30974.1	NP_006609.3	Q9UGL1-1
CCDS30975.1	NP_004988.2	Q13203
CCDS30976.1	NP_002014.2	Q06828
CCDS30977.1	NP_001001396.1	P23634-2
CCDS30978.1	NP_001306167.1	O75152
CCDS30978.1	NP_001306168.1	O75152
CCDS30978.1	NP_001337190.1	O75152
CCDS30978.1	NP_001337191.1	O75152
CCDS30978.1	NP_001337192.1	O75152
CCDS30978.1	NP_001337193.1	O75152
CCDS30978.1	NP_055642.3	O75152
CCDS30979.1	NP_003085.1	P62304
CCDS30981.1	NP_000528.1	P00797-1
CCDS30982.1	NP_055905.2	O94856-3
CCDS30983.1	NP_005048.2	Q15291-1
CCDS30984.1	NP_055673.2	O75069-1
CCDS30985.1	NP_001258792.1	Q8IYD2
CCDS30985.1	NP_001258793.1	Q8IYD2
CCDS30985.1	NP_001258794.1	Q8IYD2
CCDS30985.1	NP_060673.1	Q8IYD2
CCDS30986.1	NP_001001552.3	Q68G75-5
CCDS30987.1	NP_073568.2	Q9H1E3-1
CCDS30988.1	NP_776253.3	Q8IVJ1
CCDS30989.1	NP_599152.2	Q7LBE3-2
CCDS30990.1	NP_443166.1	Q7LBE3-1
CCDS30996.1	NP_054721.1	Q14164-1
CCDS30998.1	NP_872604.1	Q8WWW0-1
CCDS30999.1	NP_003573.2	O43781-1
CCDS31000.1	NP_001004023.1	O43781-2
CCDS31001.1	NP_116584.2	P49137-1
CCDS31002.1	NP_061036.3	Q5VVQ6-1
CCDS31003.1	NP_001018063.1	O60825-2
CCDS31004.1	NP_006203.2	O60825-1
CCDS31005.1	NP_001017364.1	P20851-2
CCDS31005.1	NP_001017366.1	P20851-2
CCDS31006.1	NP_000565.1	P08174-1
CCDS31007.1	NP_001006659.1	P20023-3
CCDS31008.1	NP_758861.1	P15529-11
CCDS31009.1	NP_758862.1	P15529-12
CCDS31011.1	NP_001020280.1	P28906-1
CCDS31012.1	NP_001764.1	P28906-2
CCDS31013.1	NP_079455.3	O75051-1
CCDS31014.1	NP_694994.2	Q8NB59-1
CCDS31015.1	NP_002229.1	O95259-2
CCDS31016.1	NP_060724.1	Q9P2K3-1
CCDS31018.1	NP_001307737.1	Q92604
CCDS31018.1	NP_055688.1	Q92604
CCDS31019.1	NP_001036017.1	Q17R31-1
CCDS31020.1	NP_001019772.1	Q537H7
CCDS31021.1	NP_001257545.1	Q92786
CCDS31021.1	NP_002754.2	Q92786
CCDS31022.1	NP_064582.2	Q9NRG4-1
CCDS31024.1	NP_055032.1	O95069-2
CCDS31025.1	NP_996816.2	O75445-1
CCDS31026.1	NP_061183.2	Q6XR72-4
CCDS31027.1	NP_004437.2	P07814
CCDS31028.1	NP_036546.2	Q9H2M9-1
CCDS31029.2	NP_061120.3	Q9P0L2-1
CCDS31033.1	NP_003259.2	O60602
CCDS31034.1	NP_001032252.1	Q5VX71-3
CCDS31035.1	NP_001739.2	P17655-1
CCDS31037.2	NP_079436.4	Q9H7D7-1
CCDS31040.1	NP_060682.2	Q8N8S7-2
CCDS31041.1	NP_001008493.1	Q8N8S7-1
CCDS31042.1	NP_055513.2	O94886
CCDS31043.1	NP_037460.2	Q96C36
CCDS31044.1	NP_001003665.1	Q69YW2
CCDS31045.1	NP_003386.1	O14904
CCDS31046.1	NP_001010867.1	Q5T440
CCDS31048.1	NP_660215.1	Q96F44-1
CCDS31050.1	NP_004569.2	P20338
CCDS31051.1	NP_001020418.1	O75529-2
CCDS31052.1	NP_001300950.1	Q14146
CCDS31052.1	NP_055592.2	Q14146
CCDS31053.1	NP_057536.1	O14815-2
CCDS31054.1	NP_001010984.1	Q9H040-2
CCDS31055.1	NP_001012977.1	Q9NRI5-3
CCDS31056.1	NP_001012976.1	Q9NRI5-4
CCDS31059.1	NP_001013003.1	Q5JTJ3-1
CCDS31060.1	NP_112739.2	Q4LE39-2
CCDS31061.1	NP_001193723.1	Q4LE39-1
CCDS31061.1	NP_057458.4	Q4LE39-1
CCDS31062.1	NP_000072.2	Q99698-1
CCDS31062.1	NP_001288294.1	Q99698-1
CCDS31064.1	NP_063944.3	Q86YB8-1
CCDS31065.1	NP_542776.1	Q8WWZ3-2
CCDS31066.1	NP_060542.4	Q9H583
CCDS31068.1	NP_001263616.1	P0DM35
CCDS31069.2	NP_064450.3	Q9NZ56-1
CCDS31070.1	NP_071914.3	Q9H772
CCDS31071.1	NP_002915.3	P49802-5
CCDS31072.1	NP_055137.2	Q9H1Y3-1
CCDS31073.1	NP_001812.2	P26374
CCDS31074.1	NP_001004343.1	Q9BXW4
CCDS31075.1	NP_006633.1	Q86SQ7-1
CCDS31076.1	NP_001193658.1	Q9Y243-2
CCDS31076.1	NP_859029.1	Q9Y243-2
CCDS31077.1	NP_005456.1	Q9Y243-1
CCDS31079.1	NP_001012988.1	Q5SVJ3-1
CCDS31080.1	NP_001299800.1	Q5RI15-1
CCDS31080.1	NP_932342.1	Q5RI15-1
CCDS31081.1	NP_004492.2	Q00839-2
CCDS31082.1	NP_115704.1	Q5VUJ9-2
CCDS31083.1	NP_073580.1	Q9H7B4-3
CCDS31084.1	NP_057086.2	Q8NBX0
CCDS31087.1	NP_149990.1	Q9BS34
CCDS31088.1	NP_079080.2	Q96BR6-1
CCDS31089.1	NP_003422.2	Q15973-4
CCDS31090.1	NP_001004492.1	Q5JQS5
CCDS31092.1	NP_001001915.1	Q8NGZ5
CCDS31093.1	NP_001001914.1	Q8NGZ4
CCDS31094.1	NP_001005487.1	Q8NGZ3
CCDS31095.1	NP_001005286.1	Q8NGZ6
CCDS31097.1	NP_001001966.1	Q8NHC5
CCDS31098.1	NP_001001959.1	Q8NGX0
CCDS31099.1	NP_001001957.2	Q7Z3T1
CCDS31100.1	NP_001005522.1	A6NH00
CCDS31102.1	NP_001004491.1	Q8NG84
CCDS31103.1	NP_001004686.1	Q8NH16
CCDS31104.1	NP_001004687.1	Q8NG85
CCDS31105.1	NP_001004690.1	A3KFT3
CCDS31106.1	NP_001004688.1	Q96R28
CCDS31107.1	NP_001004689.1	Q8NG83
CCDS31108.1	NP_059974.1	Q96R27
CCDS31109.1	NP_001004695.1	Q8NG76
CCDS31110.1	NP_001004692.1	Q8NG77
CCDS31111.1	NP_001004691.1	Q8NG81
CCDS31112.1	NP_001001918.1	Q8NHC7
CCDS31113.1	NP_001004696.1	Q8NH00
CCDS31114.1	NP_001005471.1	Q8NHC8
CCDS31115.1	NP_112166.1	O43869
CCDS31116.1	NP_001004136.1	Q6IF00
CCDS31117.1	NP_001005495.1	Q8NH03
CCDS31118.1	NP_001004697.1	Q6IEZ7
CCDS31119.1	NP_001013373.1	Q5TZ20
CCDS31120.1	NP_001001821.1	Q8NGX1
CCDS31121.1	NP_001004693.1	Q8NGZ9
CCDS31123.1	NP_001001827.1	Q8NGX2
CCDS31124.1	NP_001001824.1	Q8NH04
CCDS31125.1	NP_001004734.1	A6ND48
CCDS31126.1	NP_085148.1	Q7L8J4-1
CCDS31127.1	NP_060335.2	Q9BU19-1
CCDS31128.1	NP_733843.1	Q6P3X8-1
CCDS31129.1	NP_001017434.1	Q6P3X8-2
CCDS31131.1	NP_055970.1	Q92615
CCDS31132.1	NP_036473.2	Q9BZE4-1
CCDS31134.1	NP_001035267.1	Q96JD6-1
CCDS31136.1	NP_001009941.1	Q6P6B7-1
CCDS31136.1	NP_061919.1	Q6P6B7-1
CCDS31137.1	NP_001009943.1	Q6P6B7-2
CCDS31138.1	NP_001018049.1	Q5VUG0
CCDS31138.1	NP_001025051.1	Q5VUG0
CCDS31139.2	NP_085046.5	Q86UX2-1
CCDS31140.2	NP_116206.4	Q86UX2-3
CCDS31141.1	NP_002207.2	P19823
CCDS31142.1	NP_001001973.1	P36542-1
CCDS31143.1	NP_001002295.1	P23771-2
CCDS31147.1	NP_660357.2	Q8WVF2
CCDS31148.1	NP_001025125.2	Q49AH0-1
CCDS31149.1	NP_001029027.1	Q96SD1-1
CCDS31150.1	NP_001029029.1	Q96SD1-2
CCDS31150.1	NP_001029030.1	Q96SD1-2
CCDS31150.1	NP_001276006.1	Q96SD1-2
CCDS31150.1	NP_001276008.1	Q96SD1-2
CCDS31151.1	NP_001074305.1	Q5JSS6
CCDS31152.1	NP_001034791.1	Q9NV23-1
CCDS31153.1	NP_001034933.1	Q8N6N7
CCDS31154.1	NP_001010924.1	Q5VUB5
CCDS31155.1	NP_003629.2	P53708
CCDS31156.1	NP_001010908.1	Q5VWW1-1
CCDS31157.1	NP_689937.2	Q15404-2
CCDS31158.1	NP_001004470.1	P61647
CCDS31162.2	NP_001010896.2	Q5VZT2-1
CCDS31163.1	NP_001010911.1	Q5T4H9
CCDS31165.1	NP_062536.2	Q5T5P2-1
CCDS31166.1	NP_065803.2	Q5T848
CCDS31167.1	NP_061916.3	Q7Z5R6-1
CCDS31168.1	NP_055132.2	Q5T2R2-1
CCDS31169.1	NP_001012770.1	Q8IZP0-5
CCDS31170.1	NP_001012769.1	Q8IZP0-3
CCDS31171.1	NP_001012768.1	Q8IZP0-9
CCDS31173.1	NP_001030014.2	Q3KNS1
CCDS31174.1	NP_115906.3	Q6UWQ5-2
CCDS31179.1	NP_001019800.1	O14786-3
CCDS31180.1	NP_001019799.1	O14786-2
CCDS31181.1	NP_898830.1	Q03060-32
CCDS31182.1	NP_008905.1	Q06730-1
CCDS31183.1	NP_001007095.1	P17032
CCDS31183.1	NP_001171572.1	P17032
CCDS31183.1	NP_001311174.1	P17032
CCDS31183.1	NP_001311175.1	P17032
CCDS31183.1	NP_001311176.1	P17032
CCDS31183.1	NP_001311177.1	P17032
CCDS31183.1	NP_001311178.1	P17032
CCDS31183.1	NP_001311179.1	P17032
CCDS31183.1	NP_001311180.1	P17032
CCDS31183.1	NP_003412.1	P17032
CCDS31186.1	NP_001029058.1	P48061-3
CCDS31188.1	NP_001004297.2	Q8NGR1
CCDS31195.1	NP_001018081.3	Q68DX3-1
CCDS31197.1	NP_001006940.3	Q8N456-1
CCDS31198.1	NP_001026916.2	Q8IW00-1
CCDS31202.1	NP_872360.2	Q8N6V4-4
CCDS31203.1	NP_001072984.1	P0C7U1-1
CCDS31203.1	NP_001308886.1	P0C7U1-1
CCDS31205.1	NP_001005413.1	O95229-2
CCDS31206.1	NP_001073981.1	Q9H694-1
CCDS31207.1	NP_001001971.1	Q8NE31-3
CCDS31208.1	NP_115575.1	Q14865-1
CCDS31209.1	NP_055766.2	Q70YC5-1
CCDS31211.1	NP_004719.2	Q9NR30-1
CCDS31212.1	NP_066279.2	Q9Y4Z2
CCDS31213.1	NP_775826.2	Q2T9J0-1
CCDS31214.1	NP_001035363.1	Q2T9J0-2
CCDS31215.1	NP_055246.2	Q9ULE6
CCDS31216.1	NP_003892.2	O95470
CCDS31217.1	NP_000272.1	P61457
CCDS31218.1	NP_071436.1	Q9H7M9
CCDS31219.1	NP_001185727.1	Q8N9N2-2
CCDS31219.1	NP_001185729.1	Q8N9N2-2
CCDS31220.1	NP_056985.3	Q86X67-1
CCDS31221.1	NP_001019764.1	Q4VC12-1
CCDS31223.1	NP_001003892.1	Q68J44
CCDS31224.1	NP_001007273.1	Q9UII6-4
CCDS31232.1	NP_001012991.1	Q5JTB6
CCDS31233.1	NP_001010848.2	P56975-4
CCDS31234.1	NP_001017924.1	A6NDA9-1
CCDS31235.1	NP_061872.2	Q9H7U1-1
CCDS31236.1	NP_060021.1	Q9ULK0-1
CCDS31237.1	NP_001025186.1	Q9UHM6-2
CCDS31238.1	NP_000305.3	P60484-1
CCDS31239.1	NP_001026879.2	Q5VYX0-1
CCDS31240.1	NP_001010939.2	Q5W064
CCDS31241.1	NP_001026853.1	O14879
CCDS31242.1	NP_001010987.1	Q5T764
CCDS31243.1	NP_001539.3	P09914-1
CCDS31244.1	NP_683878.1	Q8TE04-1
CCDS31246.1	NP_055727.3	Q8NE35-1
CCDS31247.1	NP_001013870.1	Q8TAG9-2
CCDS31248.1	NP_859529.2	Q5NUL3-1
CCDS31249.1	NP_001310446.1	P02753
CCDS31249.1	NP_006735.2	P02753
CCDS31252.1	NP_006425.2	Q9BX66-4
CCDS31253.1	NP_079267.1	Q9BX66-9
CCDS31254.1	NP_001030127.1	Q9BX66-2
CCDS31255.1	NP_001030126.1	Q9BX66-1
CCDS31256.1	NP_001030128.1	Q9BX66-3
CCDS31257.1	NP_001017423.1	P54886-2
CCDS31257.1	NP_001310344.1	P54886-2
CCDS31258.2	NP_056446.4	Q6NUS6-1
CCDS31259.1	NP_689522.2	Q6ZUJ8-1
CCDS31261.1	NP_001009997.2	Q5T681
CCDS31262.1	NP_001002261.1	Q5T4F4-3
CCDS31263.1	NP_653189.3	Q5T4F4-1
CCDS31264.1	NP_001002262.1	Q5T4F4-2
CCDS31265.1	NP_001010917.1	Q2TAP0
CCDS31266.1	NP_060528.3	Q9NQ79-1
CCDS31267.1	NP_001243549.1	Q7Z5L2-2
CCDS31267.1	NP_001337939.1	Q7Z5L2-2
CCDS31267.1	NP_001337940.1	Q7Z5L2-2
CCDS31267.1	NP_001337941.1	Q7Z5L2-2
CCDS31267.1	NP_001337942.1	Q7Z5L2-2
CCDS31267.1	NP_001337943.1	Q7Z5L2-2
CCDS31267.1	NP_001337944.1	Q7Z5L2-2
CCDS31267.1	NP_001337945.1	Q7Z5L2-2
CCDS31267.1	NP_001337946.1	Q7Z5L2-2
CCDS31267.1	NP_055287.4	Q7Z5L2-2
CCDS31267.1	NP_612478.2	Q7Z5L2-2
CCDS31269.1	NP_079171.1	Q9H5P4-1
CCDS31270.1	NP_006553.2	P52954
CCDS31271.1	NP_071322.1	P57775
CCDS31272.1	NP_001257894.1	A5PKW4-1
CCDS31272.1	NP_002770.3	A5PKW4-1
CCDS31273.1	NP_077302.3	Q9H469
CCDS31274.1	NP_112174.2	Q9BZR9
CCDS31275.1	NP_001011663.1	Q9BYE7-1
CCDS31276.1	NP_055791.1	Q14690
CCDS31278.1	NP_055446.2	Q5TCZ1-3
CCDS31279.1	NP_001002759.1	Q86XK3-1
CCDS31280.1	NP_660290.3	Q86XK3-3
CCDS31281.1	NP_079421.5	Q8NDM7-1
CCDS31282.1	NP_001008723.1	Q5T655
CCDS31284.1	NP_001008541.1	P50539-4
CCDS31285.1	NP_005436.1	Q9UQE7
CCDS31286.1	NP_001001936.1	Q8N4X5-1
CCDS31287.1	NP_115939.1	Q8N4X5-2
CCDS31288.1	NP_001003407.1	O14639-2
CCDS31289.1	NP_006711.3	O14639-5
CCDS31290.1	NP_065991.3	Q5W0V3-1
CCDS31291.1	NP_940917.1	P0C7W6
CCDS31292.1	NP_001011709.2	Q17RR3
CCDS31293.1	NP_060800.2	A0MZ66-2
CCDS31294.1	NP_001005339.1	O43665-3
CCDS31295.1	NP_001029097.1	Q01085-2
CCDS31298.1	NP_000132.3	P21802-1
CCDS31299.1	NP_008972.2	O95260-2
CCDS31300.1	NP_001001976.1	O95260-1
CCDS31301.1	NP_653188.2	Q32M84-1
CCDS31302.1	NP_001010912.1	Q5SQS8
CCDS31303.1	NP_001191293.1	Q8N5W8
CCDS31303.1	NP_689857.2	Q8N5W8
CCDS31304.1	NP_001025059.1	A6NFZ4
CCDS31305.1	NP_005510.1	A2RU54
CCDS31306.1	NP_001007794.1	O43684-2
CCDS31307.1	NP_997719.2	Q5JPI9
CCDS31308.2	NP_115558.3	Q15018
CCDS31309.1	NP_660278.3	Q8TC84-1
CCDS31310.1	NP_001004298.2	Q96M02-1
CCDS31312.1	NP_001034851.1	Q6ZSG2-1
CCDS31314.1	NP_001005463.1	Q9H4W6-2
CCDS31316.1	NP_001137229.1	Q9C0I9-1
CCDS31316.1	NP_085129.1	Q9C0I9-1
CCDS31318.1	NP_003568.2	Q5T230
CCDS31319.2	NP_001100.3	P78325-1
CCDS31320.1	NP_612393.2	Q9BT17-1
CCDS31322.2	NP_079368.3	Q32M88-1
CCDS31323.1	NP_001020466.1	A6NNB3
CCDS31325.1	NP_001128525.1	Q6IA17-1
CCDS31325.1	NP_001128526.1	Q6IA17-1
CCDS31325.1	NP_068577.2	Q6IA17-1
CCDS31326.1	NP_001012302.2	A1A5B4-1
CCDS31327.1	NP_066288.2	O75398-1
CCDS31328.1	NP_073609.2	Q9H6S3-1
CCDS31330.1	NP_001005922.1	Q6L8H4
CCDS31331.1	NP_001004325.1	Q701N4
CCDS31332.1	NP_001012416.1	Q6L8G9
CCDS31333.1	NP_001139301.1	P48788-1
CCDS31333.1	NP_003273.1	P48788-1
CCDS31334.1	NP_002330.1	P33241-1
CCDS31335.1	NP_001013271.1	P33241-2
CCDS31335.1	NP_001013272.1	P33241-2
CCDS31335.1	NP_001013273.1	P33241-2
CCDS31335.1	NP_001275934.1	P33241-2
CCDS31336.1	NP_066957.3	Q16540
CCDS31338.1	NP_954987.2	P07101-2
CCDS31340.1	NP_055370.1	Q9NZQ8-1
CCDS31343.1	NP_001137535.1	Q9H0X9-2
CCDS31343.1	NP_663613.1	Q9H0X9-2
CCDS31344.1	NP_065947.1	Q9H0X9-1
CCDS31347.1	NP_624358.2	P52948-2
CCDS31351.1	NP_001005172.2	Q8NGK3
CCDS31352.1	NP_001005171.2	Q8NGK4
CCDS31353.1	NP_001004137.1	Q8NGK5
CCDS31354.1	NP_653264.1	Q8WZ69
CCDS31355.1	NP_001005170.1	Q8NH67
CCDS31356.1	NP_060543.5	Q6AZZ1-1
CCDS31357.1	NP_001004751.1	Q8NGF3
CCDS31361.1	NP_001004753.1	Q8NH61
CCDS31362.1	NP_001004758.1	Q8NGJ8
CCDS31364.1	NP_001004749.1	Q8NH64
CCDS31365.1	NP_001005238.1	Q8NGK0
CCDS31367.1	NP_001005329.1	Q8NGJ6
CCDS31368.1	NP_001004748.1	Q8NGJ7
CCDS31369.1	NP_001004755.1	Q8NGJ5
CCDS31370.1	NP_001001916.2	Q8NH60
CCDS31371.1	NP_001005164.2	Q8NGJ4
CCDS31373.1	NP_001005160.1	Q9H2C5
CCDS31374.1	NP_036507.2	Q9UKL2
CCDS31375.1	NP_001004760.2	Q9H2C8
CCDS31376.1	NP_000510.1	P02042
CCDS31378.1	NP_001005567.2	Q9H339
CCDS31379.1	NP_001004750.1	Q9H340
CCDS31381.1	NP_001004757.1	Q8NH59
CCDS31382.1	NP_001005288.1	Q9H343
CCDS31383.1	NP_001004754.1	Q9H344
CCDS31384.1	NP_001005163.1	Q9H346
CCDS31385.1	NP_659490.4	Q8IYU4-1
CCDS31386.1	NP_001005289.1	Q8NGJ2
CCDS31389.1	NP_001003818.1	Q9C030-2
CCDS31390.1	NP_477514.1	Q9C030-1
CCDS31391.1	NP_001003827.1	Q9BYJ4-1
CCDS31391.1	NP_067629.2	Q9BYJ4-1
CCDS31392.1	NP_149084.2	Q9C035-4
CCDS31393.1	NP_149023.2	Q9C035-1
CCDS31394.1	NP_149083.2	Q9C035-3
CCDS31395.1	NP_001005180.1	Q8NGI3
CCDS31397.1	NP_001001922.2	Q8NH56
CCDS31398.1	NP_001001913.1	Q8NH53
CCDS31399.1	NP_001005174.1	Q8NGI0
CCDS31400.1	NP_001005168.1	Q6IFG1
CCDS31401.1	NP_001005165.1	Q8NGH9
CCDS31405.1	NP_001001917.2	Q8NGH5
CCDS31406.1	NP_001005181.1	Q8NH76
CCDS31407.1	NP_001005178.1	Q6IF63
CCDS31408.1	NP_001032406.1	Q8IV77-1
CCDS31410.1	NP_663722.1	O00213-2
CCDS31411.1	NP_056139.1	O43159
CCDS31412.1	NP_071344.1	Q9NRX2
CCDS31413.1	NP_001004490.1	A6NM03
CCDS31414.1	NP_001004489.1	Q9H205
CCDS31415.1	NP_001004460.1	Q9H208
CCDS31416.1	NP_003691.1	Q9H210
CCDS31417.1	NP_001004684.1	Q8NGH3
CCDS31418.1	NP_001341760.1	Q9UL59
CCDS31418.1	NP_001341761.1	Q9UL59
CCDS31418.1	NP_037381.2	Q9UL59
CCDS31419.1	NP_001338791.1	Q8ND30-1
CCDS31419.1	NP_003612.2	Q8ND30-1
CCDS31421.1	NP_001003745.1	P58181
CCDS31422.1	NP_065696.1	Q9NQ35
CCDS31423.1	NP_001335677.1	Q6IQ26-1
CCDS31423.1	NP_056028.2	Q6IQ26-1
CCDS31424.1	NP_055827.1	Q5BJD5-1
CCDS31425.1	NP_006382.1	O95373
CCDS31426.1	NP_055870.2	Q9UH65
CCDS31427.1	NP_112224.1	Q86WG5-1
CCDS31428.1	NP_001166176.1	P78344-1
CCDS31428.1	NP_001409.3	P78344-1
CCDS31430.1	NP_001025443.1	O00327-8
CCDS31430.1	NP_001169.3	O00327-8
CCDS31430.1	NP_001338733.1	O00327-8
CCDS31430.1	NP_001338744.1	O00327-8
CCDS31431.1	NP_683877.1	P25786-2
CCDS31432.1	NP_001029125.1	P06881-1
CCDS31434.1	NP_778228.3	Q6IQ23-1
CCDS31436.1	NP_000516.3	Q14654-1
CCDS31437.1	NP_000343.2	Q09428-1
CCDS31438.1	NP_005700.2	Q9Y6N9-1
CCDS31439.1	NP_612430.2	Q96ER3
CCDS31441.1	NP_919261.2	Q68D10-1
CCDS31443.2	NP_001025036.2	A6NMT0
CCDS31444.1	NP_998764.1	Q75V66
CCDS31446.1	NP_001009909.2	Q86TE4-1
CCDS31447.1	NP_113606.2	Q9BYT9-1
CCDS31448.1	NP_110398.1	Q96HJ3-1
CCDS31449.1	NP_060960.2	Q9BXB1-1
CCDS31450.1	NP_689849.2	A6NJ78-2
CCDS31451.1	NP_000271.1	P26367-1
CCDS31451.1	NP_001121084.1	P26367-1
CCDS31451.1	NP_001245393.1	P26367-1
CCDS31451.1	NP_001245394.1	P26367-1
CCDS31452.1	NP_001245391.1	P26367-2
CCDS31452.1	NP_001245392.1	P26367-2
CCDS31452.1	NP_001297087.1	P26367-2
CCDS31452.1	NP_001595.2	P26367-2
CCDS31453.1	NP_005889.3	Q14444-1
