Study,Cancer.Types,scale,Sample.Names,Accuracy,SBS1
TCGA-WES,Prost-AdenoCa,exome,TCGA-H9-A6BX-01A-31D-A30X-08,0.573,3
TCGA-WES,Prost-AdenoCa,exome,TCGA-H9-A6BY-01A-11D-A30E-08,0.903,16
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-7077-01A-11D-1961-08,0.847,15
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-7078-01A-11D-2114-08,0.827,14
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-7079-01A-11D-1961-08,0.866,0
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-7080-01A-11D-1961-08,0.847,12
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-7081-01A-11D-1961-08,0.947,8
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-7209-01A-11D-2114-08,0.688,9
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-7210-01A-11D-2114-08,0.688,3
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-7211-01A-11D-2114-08,0.734,8
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-7212-01A-11D-2114-08,0.865,13
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-7213-01A-11D-2114-08,0.848,21
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-7230-01A-11D-2114-08,0.869,9
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-7231-01A-11D-2114-08,0.852,21
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-7232-01A-11D-2114-08,0.852,15
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-7736-01A-11D-2114-08,0.621,3
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-7738-01A-11D-2114-08,0.739,6
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-7742-01A-11D-2114-08,0.902,14
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-7745-01A-11D-2114-08,0.779,10
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-7747-01A-11D-2114-08,0.906,16
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-7748-01A-11D-2114-08,0.76,8
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-7749-01A-11D-2114-08,0.882,21
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-7750-01A-11D-2114-08,0.594,1
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-7752-01A-11D-2114-08,0.892,4
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-7817-01B-11D-A29Q-08,0.822,13
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-7818-01A-11D-2114-08,0.686,9
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-7819-01A-11D-2114-08,0.541,3
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-7820-01A-11D-2114-08,0.713,7
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-7821-01A-12D-2114-08,0.832,15
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-8213-01A-11D-A29Q-08,0.736,6
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-8216-01A-11D-A29Q-08,0.854,22
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-8256-01A-11D-2260-08,0.748,5
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-8257-01A-11D-2260-08,0.93,27
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-8259-01A-11D-2260-08,0.883,23
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-8260-01A-11D-2260-08,0.761,6
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-8261-01A-11D-2260-08,0.778,7
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-8262-01A-11D-2260-08,0.74,9
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-8264-01B-11D-2395-08,0.877,8
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-8265-01A-11D-2260-08,0.86,16
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-8266-01A-11D-2260-08,0.712,6
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-A48F-01A-11D-A257-08,0.745,13
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-A4ZV-01A-11D-A26M-08,0.815,12
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-A631-01A-11D-A29Q-08,0.861,16
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-A632-01A-11D-A29Q-08,0.92,20
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-A6AL-01A-11D-A30E-08,0.798,9
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-A6AN-01A-11D-A30E-08,0.777,13
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-A6AO-01A-11D-A30E-08,0.806,9
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-A6AP-01A-11D-A30E-08,0.687,5
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-A6AQ-01A-11D-A30E-08,0.729,2
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-A6AS-01A-11D-A30E-08,0.854,0
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-A6HX-01A-11D-A31L-08,0.727,3
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-A6HY-01A-11D-A31L-08,0.806,8
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-A76W-01A-11D-A33T-08,0.808,11
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-A76X-01A-11D-A33T-08,0.903,9
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-A8CY-01A-11D-A364-08,0.871,12
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-A8D0-01A-11D-A364-08,0.903,17
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-A8D1-01A-11D-A364-08,0.749,7
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-A9TE-01A-11D-A41K-08,0.853,19
TCGA-WES,Prost-AdenoCa,exome,TCGA-HC-A9TH-01A-11D-A41K-08,0.848,20
TCGA-WES,Prost-AdenoCa,exome,TCGA-HI-7168-01A-11D-2114-08,0.759,11
TCGA-WES,Prost-AdenoCa,exome,TCGA-HI-7169-01A-11D-2114-08,0.736,11
TCGA-WES,Prost-AdenoCa,exome,TCGA-HI-7170-01A-11D-2114-08,0.736,3
TCGA-WES,Prost-AdenoCa,exome,TCGA-HI-7171-01A-12D-2114-08,0.858,19
TCGA-WES,Prost-AdenoCa,exome,TCGA-J4-8198-01A-11D-2260-08,0.759,11
TCGA-WES,Prost-AdenoCa,exome,TCGA-J4-8200-01A-11D-A29Q-08,0.724,7
TCGA-WES,Prost-AdenoCa,exome,TCGA-J4-A67K-01A-21D-A30E-08,0.788,7
TCGA-WES,Prost-AdenoCa,exome,TCGA-J4-A67L-01A-11D-A30E-08,0.787,9
TCGA-WES,Prost-AdenoCa,exome,TCGA-J4-A67M-01A-11D-A30E-08,0.865,15
TCGA-WES,Prost-AdenoCa,exome,TCGA-J4-A67N-01A-11D-A30E-08,0.797,11
TCGA-WES,Prost-AdenoCa,exome,TCGA-J4-A67O-01A-11D-A30E-08,0.77,0
TCGA-WES,Prost-AdenoCa,exome,TCGA-J4-A67Q-01A-21D-A30E-08,0.764,5
TCGA-WES,Prost-AdenoCa,exome,TCGA-J4-A67R-01A-21D-A30E-08,0.809,10
TCGA-WES,Prost-AdenoCa,exome,TCGA-J4-A67S-01A-11D-A30E-08,0.855,11
TCGA-WES,Prost-AdenoCa,exome,TCGA-J4-A67T-01A-11D-A30X-08,0.779,5
TCGA-WES,Prost-AdenoCa,exome,TCGA-J4-A6G1-01A-11D-A30X-08,0.761,8
TCGA-WES,Prost-AdenoCa,exome,TCGA-J4-A6G3-01A-11D-A30X-08,0.766,4
TCGA-WES,Prost-AdenoCa,exome,TCGA-J4-A6M7-01A-11D-A31L-08,0.747,11
TCGA-WES,Prost-AdenoCa,exome,TCGA-J4-A83I-01A-11D-A364-08,0.732,8
TCGA-WES,Prost-AdenoCa,exome,TCGA-J4-A83J-01A-11D-A364-08,0.836,4
TCGA-WES,Prost-AdenoCa,exome,TCGA-J4-A83K-01A-11D-A34U-08,0.829,13
TCGA-WES,Prost-AdenoCa,exome,TCGA-J4-A83L-01A-11D-A34U-08,0.778,11
TCGA-WES,Prost-AdenoCa,exome,TCGA-J4-A83M-01A-11D-A34U-08,0.848,15
TCGA-WES,Prost-AdenoCa,exome,TCGA-J4-A83N-01A-11D-A34U-08,0.661,6
TCGA-WES,Prost-AdenoCa,exome,TCGA-J4-AATV-01A-11D-A41K-08,0.716,2
TCGA-WES,Prost-AdenoCa,exome,TCGA-J4-AATZ-01A-11D-A41K-08,0.667,7
TCGA-WES,Prost-AdenoCa,exome,TCGA-J4-AAU2-01A-11D-A41K-08,0.789,8
TCGA-WES,Prost-AdenoCa,exome,TCGA-J9-A52B-01A-11D-A26M-08,0.752,11
TCGA-WES,Prost-AdenoCa,exome,TCGA-J9-A52C-01A-11D-A26M-08,0.989,473
TCGA-WES,Prost-AdenoCa,exome,TCGA-J9-A52D-01A-11D-A29Q-08,0.743,9
TCGA-WES,Prost-AdenoCa,exome,TCGA-J9-A52E-01A-11D-A26M-08,0.721,11
TCGA-WES,Prost-AdenoCa,exome,TCGA-J9-A8CK-01A-11D-A34U-08,0.757,9
TCGA-WES,Prost-AdenoCa,exome,TCGA-J9-A8CL-01A-11D-A34U-08,0.796,15
TCGA-WES,Prost-AdenoCa,exome,TCGA-J9-A8CM-01A-11D-A34U-08,0.776,10
TCGA-WES,Prost-AdenoCa,exome,TCGA-J9-A8CN-01A-11D-A34U-08,0.809,8
TCGA-WES,Prost-AdenoCa,exome,TCGA-J9-A8CP-01A-11D-A34U-08,0.66,5
TCGA-WES,Prost-AdenoCa,exome,TCGA-KC-A4BL-01A-31D-A257-08,0.832,10
TCGA-WES,Prost-AdenoCa,exome,TCGA-KC-A4BN-01A-61D-A257-08,0.763,5
TCGA-WES,Prost-AdenoCa,exome,TCGA-KC-A4BO-01A-61D-A257-08,0.707,0
TCGA-WES,Prost-AdenoCa,exome,TCGA-KC-A4BR-01A-32D-A257-08,0.812,5
TCGA-WES,Prost-AdenoCa,exome,TCGA-KC-A4BV-01A-31D-A26M-08,0.596,2
TCGA-WES,Prost-AdenoCa,exome,TCGA-KC-A7F3-01A-21D-A33T-08,0.723,2
TCGA-WES,Prost-AdenoCa,exome,TCGA-KC-A7F5-01A-11D-A33T-08,0.7,5
TCGA-WES,Prost-AdenoCa,exome,TCGA-KC-A7F6-01A-11D-A33T-08,0.87,13
TCGA-WES,Prost-AdenoCa,exome,TCGA-KC-A7FA-01A-21D-A33T-08,0.77,6
TCGA-WES,Prost-AdenoCa,exome,TCGA-KC-A7FD-01A-11D-A33T-08,0.847,21
TCGA-WES,Prost-AdenoCa,exome,TCGA-KC-A7FE-01A-12D-A33T-08,0.668,3
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A59V-01A-11D-A29Q-08,0.991,669
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A59X-01A-11D-A29Q-08,0.786,15
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A59Y-01A-11D-A26M-08,0.871,13
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A59Z-01A-12D-A26M-08,0.86,19
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A5A1-01A-11D-A29Q-08,0.88,36
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A6DY-01A-12D-A30X-08,0.834,11
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A6E0-01A-11D-A30X-08,0.676,5
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A6E1-01A-11D-A30X-08,0.834,10
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A6E2-01A-11D-A30X-08,0.868,19
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A6E3-01A-21D-A30E-08,0.768,7
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A6E4-01A-11D-A30E-08,0.825,21
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A6E5-01A-11D-A30X-08,0.559,4
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A6E6-01A-11D-A30X-08,0.786,19
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A6E7-01A-11D-A31L-08,0.747,7
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A6E8-01A-11D-A31L-08,0.818,12
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A7AP-01A-12D-A33T-08,0.874,10
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A7AQ-01A-11D-A33T-08,0.818,10
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A7AU-01A-11D-A32B-08,0.886,13
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A7AV-01A-11D-A32B-08,0.502,1
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A7AW-01A-11D-A32B-08,0.726,14
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A7AY-01A-11D-A33T-08,0.821,16
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A7AZ-01A-12D-A32B-08,0.723,0
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A7B0-01A-11D-A32B-08,0.74,7
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A7B1-01A-11D-A32B-08,0.745,6
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A7B2-01A-12D-A32B-08,0.684,4
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A7B3-01A-11D-A33T-08,0.837,16
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A7B4-01A-11D-A32B-08,0.755,13
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A8I4-01A-11D-A364-08,0.873,13
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A8I5-01A-11D-A364-08,0.844,11
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A8I6-01A-11D-A364-08,0.719,13
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A8I7-01A-21D-A364-08,0.746,7
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A8I8-01A-11D-A364-08,0.821,9
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A8I9-01A-11D-A364-08,0.723,13
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A8IA-01A-11D-A364-08,0.811,14
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A8IB-01A-11D-A364-08,0.773,10
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A8IC-01A-11D-A364-08,0.816,0
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A8ID-01A-11D-A364-08,0.824,11
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A8IF-01A-11D-A364-08,0.745,7
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A8IG-01A-11D-A364-08,0.746,8
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A8IH-01A-11D-A364-08,0.698,5
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A8II-01A-11D-A364-08,0.772,14
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A8IJ-01A-11D-A34U-08,0.672,5
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A8IK-01A-11D-A364-08,0.735,4
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A8IL-01A-11D-A364-08,0.822,18
TCGA-WES,Prost-AdenoCa,exome,TCGA-KK-A8IM-01A-11D-A364-08,0.784,11
TCGA-WES,Prost-AdenoCa,exome,TCGA-M7-A71Y-01A-22D-A32B-08,0.68,7
TCGA-WES,Prost-AdenoCa,exome,TCGA-M7-A71Z-01A-12D-A32B-08,0.892,14
TCGA-WES,Prost-AdenoCa,exome,TCGA-M7-A720-01A-12D-A32B-08,0.634,2
TCGA-WES,Prost-AdenoCa,exome,TCGA-M7-A721-01A-12D-A32B-08,0.827,12
TCGA-WES,Prost-AdenoCa,exome,TCGA-M7-A722-01A-12D-A364-08,0.7,7
TCGA-WES,Prost-AdenoCa,exome,TCGA-M7-A723-01A-12D-A32B-08,0.873,2
TCGA-WES,Prost-AdenoCa,exome,TCGA-M7-A724-01A-12D-A32B-08,0.843,1
TCGA-WES,Prost-AdenoCa,exome,TCGA-M7-A725-01A-12D-A32B-08,0.791,13
TCGA-WES,Prost-AdenoCa,exome,TCGA-MG-AAMC-01A-11D-A41K-08,0.742,11
TCGA-WES,Prost-AdenoCa,exome,TCGA-QU-A6IL-01A-11D-A31L-08,0.827,3
TCGA-WES,Prost-AdenoCa,exome,TCGA-QU-A6IM-01A-11D-A31L-08,0.745,1
TCGA-WES,Prost-AdenoCa,exome,TCGA-QU-A6IN-01A-11D-A31L-08,0.9,17
TCGA-WES,Prost-AdenoCa,exome,TCGA-QU-A6IO-01A-11D-A31L-08,0.76,9
TCGA-WES,Prost-AdenoCa,exome,TCGA-QU-A6IP-01A-11D-A31L-08,0.697,4
TCGA-WES,Prost-AdenoCa,exome,TCGA-SU-A7E7-01A-22D-A33T-08,0.732,6
TCGA-WES,Prost-AdenoCa,exome,TCGA-TK-A8OK-01A-22D-A364-08,0.857,15
TCGA-WES,Prost-AdenoCa,exome,TCGA-TP-A8TT-01A-12D-A41K-08,0.754,11
TCGA-WES,Prost-AdenoCa,exome,TCGA-TP-A8TV-01A-11D-A41K-08,0.782,5
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A8MF-01A-11D-A364-08,0.84,14
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A8MG-01A-11D-A364-08,0.821,8
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A8MJ-01A-11D-A364-08,0.736,2
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A8MK-01A-11D-A364-08,0.587,3
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A8ML-01A-11D-A377-08,0.58,5
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A8MM-01A-11D-A377-08,0.728,5
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A8MU-01A-11D-A377-08,0.785,11
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A8WL-01A-11D-A377-08,0.871,15
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A8WN-01A-11D-A377-08,0.758,6
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A8WS-01A-11D-A377-08,0.757,6
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A8WV-01A-11D-A377-08,0.719,9
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A8WW-01A-11D-A377-08,0.77,15
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A8X3-01A-11D-A377-08,0.817,13
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A9O5-01A-11D-A41K-08,0.89,16
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A9O7-01A-21D-A41K-08,0.737,12
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A9O9-01A-11D-A41K-08,0.76,13
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A9OA-01A-11D-A41K-08,0.802,6
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A9OF-01A-11D-A41K-08,0.704,5
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A9OH-01A-11D-A41K-08,0.809,5
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A9OL-01A-11D-A41K-08,0.831,4
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A9OQ-01A-11D-A41K-08,0.815,18
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A9OT-01A-11D-A41K-08,0.799,14
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A9OX-01A-11D-A41K-08,0.634,7
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A9OY-01A-11D-A41K-08,0.798,9
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A9Z7-01A-11D-A41K-08,0.751,8
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A9Z8-01A-11D-A41K-08,0.674,5
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A9Z9-01A-21D-A41K-08,0.695,3
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A9ZG-01A-11D-A41K-08,0.743,9
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A9ZI-01A-11D-A41K-08,0.736,18
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A9ZK-01A-11D-A41K-08,0.581,3
TCGA-WES,Prost-AdenoCa,exome,TCGA-V1-A9ZR-01A-11D-A41K-08,0.922,19
TCGA-WES,Prost-AdenoCa,exome,TCGA-VN-A88I-01A-11D-A34U-08,0.696,5
TCGA-WES,Prost-AdenoCa,exome,TCGA-VN-A88K-01A-11D-A34U-08,0.735,8
TCGA-WES,Prost-AdenoCa,exome,TCGA-VN-A88L-01A-11D-A34U-08,0.805,13
TCGA-WES,Prost-AdenoCa,exome,TCGA-VN-A88M-01A-11D-A34U-08,0.855,9
TCGA-WES,Prost-AdenoCa,exome,TCGA-VN-A88N-01A-11D-A364-08,0.889,2
TCGA-WES,Prost-AdenoCa,exome,TCGA-VN-A88O-01A-11D-A34U-08,0.793,12
TCGA-WES,Prost-AdenoCa,exome,TCGA-VN-A88P-01A-11D-A34U-08,0.831,12
TCGA-WES,Prost-AdenoCa,exome,TCGA-VN-A88Q-01A-11D-A34U-08,0.899,21
TCGA-WES,Prost-AdenoCa,exome,TCGA-VN-A88R-01A-11D-A364-08,0.549,2
TCGA-WES,Prost-AdenoCa,exome,TCGA-VN-A943-01A-11D-A41K-08,0.811,13
TCGA-WES,Prost-AdenoCa,exome,TCGA-VP-A872-01A-11D-A34U-08,0.937,18
TCGA-WES,Prost-AdenoCa,exome,TCGA-VP-A875-01A-31D-A34U-08,0.787,11
TCGA-WES,Prost-AdenoCa,exome,TCGA-VP-A876-01A-11D-A34U-08,0.727,6
TCGA-WES,Prost-AdenoCa,exome,TCGA-VP-A878-01A-31D-A34U-08,0.806,9
TCGA-WES,Prost-AdenoCa,exome,TCGA-VP-A879-01A-11D-A34U-08,0.758,9
TCGA-WES,Prost-AdenoCa,exome,TCGA-VP-A87B-01A-11D-A34U-08,0.818,8
TCGA-WES,Prost-AdenoCa,exome,TCGA-VP-A87C-01A-11D-A34U-08,0.736,7
TCGA-WES,Prost-AdenoCa,exome,TCGA-VP-A87D-01A-11D-A34U-08,0.913,26
TCGA-WES,Prost-AdenoCa,exome,TCGA-VP-A87E-01A-31D-A34U-08,0.641,5
TCGA-WES,Prost-AdenoCa,exome,TCGA-VP-A87H-01A-11D-A34U-08,0.802,8
TCGA-WES,Prost-AdenoCa,exome,TCGA-VP-A87J-01A-11D-A34U-08,0.825,11
TCGA-WES,Prost-AdenoCa,exome,TCGA-VP-A87K-01A-11D-A34U-08,0.86,8
TCGA-WES,Prost-AdenoCa,exome,TCGA-VP-AA1N-01A-31D-A41K-08,0.814,1
TCGA-WES,Prost-AdenoCa,exome,TCGA-WW-A8ZI-01A-11D-A377-08,0.87,15
TCGA-WES,Prost-AdenoCa,exome,TCGA-X4-A8KQ-01A-12D-A364-08,0.94,29
TCGA-WES,Prost-AdenoCa,exome,TCGA-X4-A8KS-01A-12D-A364-08,0.692,7
TCGA-WES,Prost-AdenoCa,exome,TCGA-XA-A8JR-01A-11D-A364-08,0.537,2
TCGA-WES,Prost-AdenoCa,exome,TCGA-XJ-A83F-01A-11D-A34U-08,0.864,8
TCGA-WES,Prost-AdenoCa,exome,TCGA-XJ-A83G-01A-11D-A34U-08,0.736,9
TCGA-WES,Prost-AdenoCa,exome,TCGA-XJ-A83H-01A-11D-A34U-08,0.785,9
TCGA-WES,Prost-AdenoCa,exome,TCGA-XJ-A9DI-01A-11D-A377-08,0.748,5
TCGA-WES,Prost-AdenoCa,exome,TCGA-XJ-A9DK-01A-11D-A377-08,0.744,0
TCGA-WES,Prost-AdenoCa,exome,TCGA-XJ-A9DQ-01A-11D-A377-08,0.758,0
TCGA-WES,Prost-AdenoCa,exome,TCGA-XJ-A9DX-01A-11D-A377-08,0.83,15
TCGA-WES,Prost-AdenoCa,exome,TCGA-XK-AAIR-01A-11D-A41K-08,0.842,8
TCGA-WES,Prost-AdenoCa,exome,TCGA-XK-AAIV-01A-11D-A41K-08,0.834,21
TCGA-WES,Prost-AdenoCa,exome,TCGA-XK-AAIW-01A-11D-A41K-08,0.948,0
TCGA-WES,Prost-AdenoCa,exome,TCGA-XK-AAJA-01A-11D-A41K-08,0.843,0
TCGA-WES,Prost-AdenoCa,exome,TCGA-XK-AAJP-01A-11D-A41K-08,0.796,11
TCGA-WES,Prost-AdenoCa,exome,TCGA-XK-AAJR-01A-11D-A41K-08,0.705,4
TCGA-WES,Prost-AdenoCa,exome,TCGA-XK-AAJT-01A-11D-A41K-08,0.752,11
TCGA-WES,Prost-AdenoCa,exome,TCGA-XK-AAJU-01A-11D-A41K-08,0.328,0
TCGA-WES,Prost-AdenoCa,exome,TCGA-XQ-A8TA-01A-11D-A364-08,0.796,16
TCGA-WES,Prost-AdenoCa,exome,TCGA-XQ-A8TB-01A-11D-A364-08,0.932,9
TCGA-WES,Prost-AdenoCa,exome,TCGA-Y6-A8TL-01A-21D-A377-08,0.753,8
TCGA-WES,Prost-AdenoCa,exome,TCGA-Y6-A9XI-01A-11D-A41K-08,0.849,16
TCGA-WES,Prost-AdenoCa,exome,TCGA-YJ-A8SW-01A-11D-A377-08,0.811,16
TCGA-WES,Prost-AdenoCa,exome,TCGA-YL-A8HJ-01A-11D-A364-08,0.894,22
TCGA-WES,Prost-AdenoCa,exome,TCGA-YL-A8HK-01A-11D-A364-08,0.877,3
TCGA-WES,Prost-AdenoCa,exome,TCGA-YL-A8HL-01A-11D-A364-08,0.811,11
TCGA-WES,Prost-AdenoCa,exome,TCGA-YL-A8HM-01A-11D-A364-08,0.785,8
TCGA-WES,Prost-AdenoCa,exome,TCGA-YL-A8HO-01A-11D-A364-08,0.796,13
TCGA-WES,Prost-AdenoCa,exome,TCGA-YL-A8S8-01A-11D-A377-08,0.835,12
TCGA-WES,Prost-AdenoCa,exome,TCGA-YL-A8S9-01A-11D-A377-08,0.753,13
TCGA-WES,Prost-AdenoCa,exome,TCGA-YL-A8SA-01A-21D-A377-08,0.801,11
TCGA-WES,Prost-AdenoCa,exome,TCGA-YL-A8SB-01A-31D-A377-08,0.664,5
TCGA-WES,Prost-AdenoCa,exome,TCGA-YL-A8SC-01A-11D-A377-08,0.893,23
TCGA-WES,Prost-AdenoCa,exome,TCGA-YL-A8SF-01A-11D-A377-08,0.839,9
TCGA-WES,Prost-AdenoCa,exome,TCGA-YL-A8SH-01B-11D-A377-08,0.752,11
TCGA-WES,Prost-AdenoCa,exome,TCGA-YL-A8SI-01A-11D-A41K-08,0.632,7
TCGA-WES,Prost-AdenoCa,exome,TCGA-YL-A8SJ-01B-11D-A377-08,0.919,19
TCGA-WES,Prost-AdenoCa,exome,TCGA-YL-A8SK-01B-21D-A377-08,0.818,14
TCGA-WES,Prost-AdenoCa,exome,TCGA-YL-A8SL-01B-21D-A377-08,0.777,8
TCGA-WES,Prost-AdenoCa,exome,TCGA-YL-A8SO-01B-31D-A377-08,0.738,6
TCGA-WES,Prost-AdenoCa,exome,TCGA-YL-A8SP-01B-11D-A377-08,0.743,10
TCGA-WES,Prost-AdenoCa,exome,TCGA-YL-A8SQ-01B-11D-A377-08,0.834,11
TCGA-WES,Prost-AdenoCa,exome,TCGA-YL-A8SR-01B-11D-A377-08,0.674,3
